#name	name2
NM_001001059	Olr630
NM_001001058	Olr629
NM_001000649	Olr625
NM_001000339	Olr631
NM_001001126	Olr637
NM_001000645	Olr636
NM_001000648	Olr633
NM_001000646	Olr635
NM_001000647	Olr634
NM_001000644	Olr640
NM_001000643	Olr641
NM_001000340	Olr639
NM_001000641	Olr648
NM_001000640	Olr649
NM_001000639	Olr650
NM_001000642	Olr646
NM_001000341	Olr651
NM_001000638	Olr652
NM_001000636	Olr654
NM_001000637	Olr653
NM_001000342	Olr655
NM_001000343	Olr657
NM_001001060	Olr662
NM_001000925	Olr661
NM_001000635	Olr660
NM_001000344	Olr658
NM_001000345	Olr659
NM_001000924	Olr666
NM_001000634	Olr665
NM_001000347	Olr664
NM_001000346	Olr663
NM_001001061	Olr671
NM_001000633	Olr670
NM_001000348	Olr668
NM_001000349	Olr669
NM_001000350	Olr672
NM_001000632	Olr675
NM_001000351	Olr673
NM_001000352	Olr674
NM_001001378	Olr684
NM_001001062	Olr677
NM_001000631	Olr681
NM_001000353	Olr678
NM_001000354	Olr679
NM_001000997	Olr689
NM_001000630	Olr691
NM_001000629	Olr693
NM_001000569	Olr690
NM_001000357	Olr694
NM_001000356	Olr687
NM_001000355	Olr686
NM_001001064	Olr697
NM_001001063	Olr696
NM_001000628	Olr695
NM_001000513	Olr698
NM_001000626	Olr704
NM_001000627	Olr701
NM_001000359	Olr703
NM_001001066	Olr709
NM_001001065	Olr707
NM_001000571	Olr710
NM_001000570	Olr705
NM_001000923	Olr714
NM_001000624	Olr712
NM_001000625	Olr711
NM_001000622	Olr716
NM_001000623	Olr715
NM_001000360	Olr713
NM_001001067	Olr720
NM_001000572	Olr722
NM_001000621	Olr717
NM_001000361	Olr718
NM_001000362	Olr721
NM_001000620	Olr726
NM_001000619	Olr727
NM_001000574	Olr729
NM_001000573	Olr724
NM_001000363	Olr728
NM_001000514	Olr725
NM_001000922	Olr735
NM_001000617	Olr734
NM_001000618	Olr733
NM_001000364	Olr731
NM_001000575	Olr741
NM_001000616	Olr737
NM_001000576	Olr742
NM_001000577	Olr744
NM_001000578	Olr745
NM_001107744	Nup160
NM_001106488	Mtch2
NM_001013159	Fnbp4
NM_001105726	Ptpmt1
NM_001106489	Ndufs3
NM_001107746	Kbtbd4
NM_001107745	C1qtnf4
NM_001005892	Spi1
NM_001106490	Mybpc3
NM_001108584	Rapsn
NM_001039196	Slc39a13
NM_031595	Psmc3
NM_001271346	Ddb2
NM_053585	Madd
NM_001009966	Pacsin3
NM_016988	Acp2
NM_031627	Nr1h3
NM_031322	Lrp4
NM_022924	F2
NM_001107747	Arhgap1
NM_001271212	Atg13
NM_001113793	Harbi1
NM_001005562	Creb3l1
NM_031143	Dgkz
NM_031547	Chrm4
NM_030859	Mdk
NM_001109201	RGD1563263
NM_001012088	Pex16
NM_053777	Mapk8ip1
NM_199107	Gyltl1b
NM_001107748	Slc35c1
NM_001011955	Chst1
NM_001271530	Prdm11
NM_001106553	Alx4
NM_001267534	Accs
NM_001110055	RGD1564664
NM_001109594	Accsl
NM_001014180	Alkbh3
NR_031792	Mir129-2
NM_001127379	Api5
NM_001047953	LOC499843
NM_001107754	Traf6
NM_053468	Rag1
NM_001033692	Commd9
NM_001108955	Fjx1
NM_001044242	Pdhx
NM_001106492	Apip
NM_001106493	Ehf
NM_012520	Cat
NM_001108956	Elf5
NM_001107756	Nat10
NM_001012185	Caprin1
NM_001108585	RGD1563222
NM_012925	Cd59
NM_001037358	Lmo2
NM_001244781	Lmo2
NM_001244780	Lmo2
NM_001244779	Lmo2
NM_012925	Cd59
NM_001109606	Fbxo3
NM_001109202	Tcp11l1
NM_001077672	Cstf3
NM_001029916	Depdc7
NM_001139493	Qser1
NM_001168523	Eif3m
NM_013001	Pax6
NM_001115047	RGD1566052
NM_001191853	Dnajc24
NM_001014045	Arl14ep
NM_001007597	Fshb
NM_012971	Kcna4
NM_001137642	Kif18a
NM_021851	Lin7c
NM_001108587	Ccdc34
NM_022629	Bbox1
NM_001025042	Fibin
NM_001044301	Muc15
NM_001001068	Olr747
NM_001000615	Olr749
NM_001000366	Olr750
NM_001000365	Olr748
NM_001000921	Olr753
NM_001000368	Olr754
NM_001000367	Olr752
NM_001000996	Olr766
NM_001001069	Olr760
NM_001000614	Olr756
NM_001000613	Olr757
NM_001000369	Olr758
NM_001000919	Olr768
NM_001000610	Olr771
NM_001000611	Olr767
NM_001000371	Olr769
NM_001000372	Olr770
NM_001000918	Olr774
NM_001000609	Olr772
NM_001000373	Olr773
NM_001000917	Olr779
NM_001000608	Olr776
NM_001000607	Olr778
NM_001000579	Olr777
NM_001000374	Olr775
NM_001000916	Olr786
NM_001000606	Olr780
NM_001000605	Olr782
NM_001000604	Olr784
NM_001000603	Olr785
NM_001000375	Olr781
NM_001000376	Olr783
NM_001000377	Olr789
NM_001000602	Olr788
NM_001000915	Olr790
NM_001000580	Olr791
NM_001000378	Olr792
NM_001000601	Olr795
NM_001000600	Olr796
NM_001106494	Lpcat4
NM_001126100	Nop10
NM_001108957	Nutm1
NM_001106495	Emc4
NM_001109645	Katnbl1
NM_001106496	RGD1305045
NM_017362	Chrm5
NM_001135238	Twf2
NM_019282	Grem1
NM_001168524	Arhgap11a
NM_013175	Scg5
NM_019281	Gjd2
NM_019183	Actc1
NM_001047089	Spred1
NR_032290	Mir674
NM_001013078	Fsip1
NM_001106497	Srp14
NM_139258	Bmf
NM_001106498	Pak6
NM_053478	Plcb2
NM_001004264	Knstrn
NM_001107759	Disp2
NM_001109639	Chst14
NM_001024245	Ccdc32
NM_001135845	Rpusd2
NM_001170594	Casc5
NM_001034948	Zfyve19
NM_001191740	Dnajc17
NM_001004265	Spint1
NM_001014046	Rmdn3
NM_172011	Ppp1r14d
NM_133595	Gchfr
NM_001107760	Dll4
NM_001106499	Vps18
NM_001173437	Chac1
NM_138542	Rhov
NM_001107762	Nusap1
NM_001107761	Exd1
NM_024139	Chp1
NM_001106500	Ndufaf1
NM_001108958	Rtf1
NM_001107763	Ltk
NM_031045	Itpka
NM_017092	Tyro3
NM_001108589	Mapkbp1
NM_001107764	Pla2g4b
NM_001114656	Jmjd7
NM_139324	Ehd4
NM_001145840	Ganc
NM_001012354	Lrrc57
NM_022689	Snap23
NM_001108590	Epb42
NM_001013204	Ccndbp1
NM_001011956	Lcmt2
NM_001014047	Adal
NM_030995	Map1a
NM_001012738	Ckmt1b
NM_001098782	Serf2
NM_001110811	Serinc4
NM_001012220	Catsper2
NM_001011957	Ell3
NM_017319	Pdia3
NM_001191964	Mfap1a
NM_001191571	Spg11
NM_001077670	Eif3j
NM_001013160	Trim69
NM_001109652	LOC691952
NM_017052	Sord
NM_012512	B2m
NM_001107767	Duoxa1
NM_001191965	Duoxa2
NM_024141	Duox2
NM_153739	Duox1
NM_031664	Slc28a2
NM_031031	Gatm
NM_001008518	MGC105649
NM_001109647	Spata5l1
NR_032264	Mir147
NM_172066	Slc30a4
NM_001047913	Sqrdl
NM_001107769	Slc24a5
NM_001013205	Myef2
NM_001162935	Ctxn2
NM_053592	Dut
NM_013226	Rpl32
NM_001040271	Dut
NM_001109205	Eid1
NM_001168527	Secisbp2l
NM_153297	Cops2
NM_001013921	Dtwd1
NM_017016	Hdc
NM_031736	Slc27a2
NM_001106502	Usp8
NM_053705	Trpm7
NM_001107770	Sppl2a
NM_001025043	Itpripl1
NM_053850	Blvra
NM_001106503	Stard7
NM_001100978	Tmem127
NM_001008766	Ciao1
NM_001037766	Snrnp200
NM_001106504	Astl
NM_001134834	Fahd2a
NM_001168529	Gpat2
NM_001012089	Dusp2
NM_138505	Adra2b
NM_032462	Kcnip3
NM_138857	Prom2
NM_012798	Mal
NM_001106505	Mrps5
NM_001106506	Nphp1
NM_001014182	Mall
NM_022612	Bcl2l11
NM_171989	Bcl2l11
NM_171988	Bcl2l11
NM_001024312	LOC499886
NM_001191854	Tmem87b
NM_001012090	Zc3h8
NM_001107772	Zc3h6
NM_031773	Polr1b
NM_001106509	Chchd5
NM_138536	Ttl
NM_031148	Slc20a1
NM_031512	Il1b
NM_001134515	RGD1566226
NM_019374	Pdyn
NM_013016	Sirpa
NM_001107773	Stk35
NM_001108959	Tgm3
NM_134358	Snrpb
NM_053581	Idh3B
NM_001025732	Nop56
NM_001012348	Pced1a
NM_001005541	Vps16
NM_001106511	Cpxm1
NM_001013206	Mrps26
NM_016992	Avp
NM_012996	Oxt
NM_001106512	Ddrgk1
NM_001107775	Slc4a11
NM_172022	Lzts3
NM_001107774	Itpa
NM_023967	Gfra4
NM_001107778	Hspa12b
NM_001107777	Siglec1
NM_001025691	RGD1311739
NM_001039024	Spef1
NM_133572	Cdc25b
NR_031860	Mir103-2
NM_001134618	Ap5s1
NM_001106513	Pank2
NM_001108591	Rnf24
NM_001005556	Mavs
NM_001134854	Smox
NM_024483	Adra1d
NM_001102431	Prnd
NM_001037096	Rassf2
NM_012631	Prnp
NM_001048043	Tmem230
NM_022381	Pcna
NM_138978	Prokr2
NM_012526	Chgb
NM_001014258	Crls1
NM_001107779	Trmt6
NM_001106514	Mcm8
NM_017178	Bmp2
NM_001100529	Tmx4
NM_001014183	Lamp5
NM_001106516	Ankef1
NM_030991	Snap25
NM_001270576	Snap25
NM_001270575	Snap25
NM_001008353	Mkks
NM_019147	Jag1
NM_001107782	Btbd3
NM_001126371	Ndufaf5
NM_001126291	Flrt3
NM_001108592	Snrpb2
NM_001108960	Otor
NM_031555	Bfsp1
NM_001106519	Ovol2
NM_001106518	Snx5
NM_001009655	Mgme1
NM_001024313	Zfp133
NM_001106520	RGD1566320
NM_001277235	Sec23b
NM_001107784	Polr3f
NM_019219	Rbbp9
NM_001107785	Scp2d1
NM_053797	Crnkl1
NM_001108595	Naa20
NM_001191904	Nkx2-2
NM_001107787	Pax1
NM_012743	Foxa2
NM_053383	Cd93
NM_013036	Sstr4
NM_031771	Thbd
NM_001106521	Nxt1
NM_001107788	Gzf1
NM_001191966	Napb
NM_001106522	Cstl1
NM_001109522	LOC689081
NM_001109343	Cst13
NM_019258	Cst8
NM_147137	LOC257643
NM_001108597	Cst9l
NM_153734	Cst12
NM_139085	Cst11
NM_012837	Cst3
NM_012718	Andpro
NM_053748	Dpp3
NM_199266	P22k15
NM_001037350	LOC296235
NM_198685	Cyss
NM_001108961	Cst5
NM_001106523	Cst7
NM_001034003	Apmap
NM_053498	Entpd6
NM_001109546	Vsx1
NM_001109207	Gins1
NM_001024314	Abhd12
NM_001009409	Nanp
NM_013102	Fkbp1a
NM_001025692	Sdcbp2
NM_001014050	Fam110a
NM_001244769	Fam110a
NM_001244768	Fam110a
NM_001244770	Fam110a
NM_001106526	Angpt4
NM_001047858	Srxn1
NM_001037198	Slc52a3
NM_001191905	Scrt2
NM_001168579	Tcf15
NM_001168650	Sox12
NM_001109561	Nrsn2
NM_021764	Rbck1
NM_001004281	Tbc1d20
NM_144755	Trib3
NM_001037368	Defb29
NM_001037518	Defb23
NM_134391	Defb22
NM_001025060	LOC502684
NM_001037517	Defb20
NM_001037506	Defb26
NM_001037516	Defb25
NM_001037515	Defb36
NM_001037512	Defb21
NM_001037508	Defb24
NM_001037519	Defb27
NM_001025753	Rem1
NM_001107789	Hm13
NM_012797	Id1
NM_053472	Cox4i2
NM_001033672	Bcl2l1
NM_001107790	Tpx2
NM_031535	Bcl2l1
NM_001244784	Dusp15
NM_001014051	Ttll9
NM_001108598	Dusp15
NM_001014762	Pdrg1
NM_001012091	Foxs1
NM_013185	Hck
NM_001002278	Pofut1
NM_001106528	Plagl2
NM_001106527	Tspyl3
NM_001030029	Commd7
NM_138509	Mapre1
NM_001106531	Bpifb2
NM_001106530	Sun5
NM_001107791	Bpifb6
NM_080775	Bpifa2f
NM_001109209	Bpifb4
NM_052808	Bpifa2
NM_001109588	Bpifa3
NM_001107792	Bpifa5
NM_172031	Bpifa1
NM_001077680	Bpifb1
NM_001100901	Snta1
NM_001098724	Necab3
NM_001100778	E2f1
NM_001135901	RGD1561517
NM_172223	Pxmp4
NM_001011958	Raly
NM_017201	Ahcy
NM_001005887	Itch
NM_131910	Dynlrb1
NR_106708	Mir6334
NM_181637	Pigu
NM_199500	Map1lc3a
NM_130423	Ggt7
NM_001276714	Ncoa6
NM_012962	Gss
NR_032141	Mir499
NM_001107794	Myh7b
NM_001004230	Edem2
NM_001025733	Procr
NM_001106534	Fer1l4
NM_001037657	Rbm12
NM_001106533	Ergic3
NM_031792	Spag4
NM_001256465	Cpne1
NM_001013207	Rbm39
NM_001195490	Romo1
NM_001177681	Cnbd2
NM_001108599	Scand1
NM_001106535	Aar2
NM_173145	Dlgap4
NM_001134983	Tgif2
NM_001013922	RGD1307752
NM_001172118	Sla2
NM_001025768	Dsn1
NM_001191066	Rbl1
NM_031577	Ghrh
NM_001173380	Manbal
NM_031977	Src
NM_053601	Nnat
NR_073089	Nnat
NM_181687	Nnat
NM_133582	Blcap
NM_001270867	Nnat
NM_001134619	Tti1
NM_019386	Tgm2
NM_001004079	Bpi
NM_001258011	Snhg11
NM_031782	Slc32a1
NM_001108600	Actr5
NM_001107796	Fam83d
NM_019316	Mafb
NM_022615	Top1
NM_001047097	Zhx3
NM_013187	Plcg1
NM_001109901	Emilin3
NM_001014184	Lpin3
NM_001014185	Srsf6
NM_001106536	Mybl2
NM_001177685	Ift52
NM_001107799	Fitm2
NM_001107798	Gdap1l1
NM_201560	Oser1
NM_001108962	R3hdml
NM_001270933	Hnf4a
NM_001270931	Hnf4a
NM_022180	Hnf4a
NM_130399	Ada
NM_001008312	Serinc3
NM_153469	Pkig
NM_031590	Wisp2
NM_130813	Kcnk15
NM_001044244	Tomm34
NM_012710	Semg1
NM_001009179	Wfdc15b
NM_001008869	Wfdc15a
NM_053954	Kcns1
NM_001106538	Wfdc5
NM_001008866	Wfdc12
NM_012662	Svs4
NM_133516	Svs5
NM_001007605	Svs3a
NM_001102417	Svs3b
NM_001102403	Svs6
NM_001008872	Slpil2
NM_001106539	Matn4
NM_053372	Slpi
NM_001108604	Rbpjl
NM_001008873	Slpil3
NM_001106540	Pigt
NM_001047111	Dbndd2
NM_001109461	Wfdc10
NM_001109457	Eppin
NM_001008868	Wfdc9
NM_001253678	Wfdc16
NM_001253677	Wfdc11
NM_001008867	Wfdc6b
NM_001246283	Wfdc6a
NM_001037351	Tnnc2
NM_001106542	Ube2c
NM_001106541	Wfdc3
NM_130756	Acot8
NM_001008881	Spint5p
NM_134400	Dnttip1
NM_001011959	Ctsa
NM_001168543	Pltp
NM_001025769	Spata25
NM_001107802	Neurl2
NM_001108605	Pcif1
NM_001106543	Ncoa5
NM_031055	Mmp9
NM_134363	Slc12a5
NM_001134955	Elmo2
NM_001107803	Slc35c2
NM_001108963	Slc2a10
NM_001108606	Tp53rk
NM_181083	Arfgef2
NM_053436	Stau1
NM_001135801	Ddx27
NM_001109907	Stau1
NR_110672	LOC100911177
NM_031557	Ptgis
NM_001108608	B4galt5
NM_001001517	Rnf114
NM_053675	Spata2
NM_053805	Snai1
NM_024125	Cebpb
NM_001113752	Tmem189
NM_001110345	Ube2v1
NM_012637	Ptpn1
NM_001108609	Pard6b
NM_022681	Adnp
NM_001107804	Mocs3
NM_001106545	Kcng1
NM_001107805	Nfatc2
NM_001106546	Zfp93
NM_001107813	Zfp217
NM_145670	Bcas1
NM_201635	Cyp24a1
NM_001109344	Dok5
NM_001109210	Cbln4
NM_001025270	Mc3r
NM_001106547	Fam210b
NM_153296	Aurka
NM_001013161	Cstf1
NM_001106548	Fam209a
NM_001033890	Rtfdc1
NM_201420	Tfap2c
NM_001191856	Bmp7
NM_001033708	Rae1
NM_001108965	Rbm38
NM_001108964	Spo11
NM_198780	Pck1
NM_133564	Zbp1
NM_001109542	LOC689618
NM_001108966	Rab22a
NM_021847	Vapb
NM_001107806	Npepl1
NM_001159656	Gnas
NR_031942	Mir298
NR_031940	Mir296
NM_001159653	Gnas
NM_001171096	RGD1565819
NM_001077650	Edn3
NM_001109564	Ppp1r3d
NM_130735	Sycp2
NM_001134551	Fam217b
NM_001191745	Cdh26
NM_138918	Ss18l1
NM_053506	Hrh3
NR_073042	Hrh3
NM_001013924	Gtpbp5
NM_001008217	Psma7
NM_001270567	Hrh3
NM_001270566	Hrh3
NM_001270565	Hrh3
NM_001270564	Hrh3
NM_001270570	Hrh3
NM_001270569	Hrh3
NM_001270568	Hrh3
NM_031708	Adrm1
NM_001191609	Lama5
NM_031111	Rps21
NM_001024316	Gata5
NM_133608	Slco4a1
NM_053340	Ogfr
NM_001173739	Mrgbp
NM_001108613	Slc17a9
NM_198743	Gid8
NM_001109211	Bhlhe23
NM_001024756	Ythdf1
NM_001106550	Nkain4
NR_031865	Mir124-3
NM_145090	Arfgap1
NM_024354	Chrna4
NM_012660	Eef1a2
NM_001011961	Srms
NM_001009316	Ppdpf
NM_001134620	RGD1564340
NM_001108968	Ptk6
NM_024346	Stmn3
NM_053980	Arfrp1
NM_001191857	Rtel1
NM_031803	Gmeb2
NM_001009656	Zgpat
NM_001107808	Zbtb46
NM_001014052	Abhd16b
NM_198744	Tpd52l2
NM_001107809	Zfp512b
NM_001191967	Samd10
NM_001109212	Uckl1
NM_021661	Rgs19
NM_031569	Oprl1
NM_001106551	RGD1306208
NM_001024781	Sox18
NM_001109213	RGD1561282
NM_057098	Tcea2
NM_001108615	Myt1
NM_001014259	Polr3k
NM_001107810	Pcmtd2
NM_001177442	Glcci1
NM_001106579	Sema3e
NM_080394	Reln
NM_001100815	Gtpbp10
NM_212512	Slc4a5
NM_001107896	Ppfibp1
NM_001287617	LOC102550396
NM_001271319	Galnt11
NM_001166307	LOC498592
NM_022850	Dpp6
NM_199393	Galnt11
NM_053621	Magi2
NM_001105712	Grm3
NM_001173511	Ccdc132
NM_001109220	Pex1
NM_001191970	Thsd7a
NM_001271104	Foxp2
NM_031506	Cftr
NM_013080	Ptprz1
NM_001170685	Ptprz1
NM_022202	Grm8
NM_022694	Snd1
NM_001134553	Ubn2
NM_024374	Mtpn
NM_053875	Exoc4
NM_199382	Bpgm
NM_001134994	Tpk1
NM_001134621	Creb5
NM_001191971	Stk31
NM_147211	Wipf3
NM_001007016	Sspo
NM_024379	Grid2
NM_001013087	Elmod3
NM_172331	Chmp3
NM_001106598	Ctnna2
NM_001134746	Lrrtm4
NM_153298	Sfxn5
NM_001106609	Txnrd3
NM_001184712	Txnrd3
NM_001109247	Arhgap25
NM_001107876	Prickle2
NM_001100750	Suclg2
NM_053879	Cntn4
NM_019329	Cntn3
NM_012508	Atp2b2
NM_001108639	Sumf1
NM_031040	Grm7
NM_023103	Mug1
NM_012517	Cacna1c
NM_001107885	Bcl2l13
NM_001173386	Clec7a
NM_001037353	Etv6
NM_001192015	Slc15a5
NM_012574	Grin2b
NM_001271267	Sox5
NM_013040	Abcc9
NM_001013209	Dnajb6
NM_001191858	Lmbr1
NM_001191860	Actr3b
NM_021838	Nos3
NM_001271453	Gbx1
NM_184051	Prkag2
NM_001100851	Kmt2e
NM_001191969	Fam126a
NM_001106575	Srpk2
NM_001014186	Orc5
NM_001103355	Fbxl13
NM_001106577	Phtf2
NM_001135872	Rsbn1l
NM_057115	Ptpn12
NM_031561	Cd36
NM_001106578	Sema3c
NM_001110847	Cacna2d1
NM_012919	Cacna2d1
NM_001110848	Cacna2d1
NM_020098	Pclo
NM_001110797	Pclo
NM_017310	Sema3a
NM_001104633	Sema3d
NM_053693	Dmtf1
NM_001047116	Rundc3b
NM_012623	Abcb1b
NM_001109345	RGD1563349
NM_133401	Abcb1a
NM_001191748	Dbf4
NM_001109345	RGD1563349
NM_001107846	Steap2
NM_001108617	Cdk14
NM_001037093	Akap9
NM_001134781	Ankib1
NM_001191861	Cdk6
NM_053473	Ppp1r9a
NM_001004086	Pon3
NM_001126090	Shfm1
NM_019234	Dync1i1
NM_013079	Asns
NM_012994	Nxph1
NM_030844	Ica1
NM_001110492	Phf14
NM_001004267	Tmem106b
NM_001105668	Mdfic
NM_022379	Tfec
NM_001004102	ST7
NM_001192012	Ankrd7
NM_001114401	Cttnbp2
NM_001015026	Tspan12
NM_031730	Kcnd2
NM_001100780	Hyal4
NM_031651	Slc13a1
NM_001109225	Zfp800
NM_022535	Calu
NM_001106587	Tnpo3
NM_001033898	Calu
NM_001172127	Ube2h
NM_001002808	Cpa5
NM_001173510	Ahcyl2
NM_001014055	Tmem209
NM_001100708	Nrf1
NM_001106929	Copg2
NM_031359	Mkln1
NM_001106588	Chchd3
NM_001270038	RGD1565367
NM_001009709	Tmem140
NM_001037782	Cnot4
NM_001108620	Nup205
NM_013146	Cald1
NM_001012188	Creb3l2
NM_198782	Dgki
NM_017066	Ptn
NM_001025045	Ttc26
NM_001044266	Trim24
NM_001106591	Atp6v0a4
NM_012687	Tbxas1
NM_001108622	Hipk2
NM_001127497	Agk
NM_001195277	Tmem178b
NM_001009173	Tryx5
NM_053686	Trpv6
NM_053761	Zyx
NM_001134979	Ezh2
NM_001109348	Zfp777
NM_001106592	Zfp282
NM_001109232	Ccdc126
NM_001134982	Mpp6
NM_001013085	Snx10
NM_130413	Skap2
NM_022243	Hibadh
NM_001104527	Prr15
NM_001029927	Cpvl
NM_001271139	Gars
NM_001108628	Znrf2
NM_001025063	Scrn1
NM_001007645	Mturn
NM_001191973	Ccdc129
NM_012850	Ghrhr
NM_031078	Pde1c
NM_001007646	Fkbp9
NM_001108630	Vopp1
NM_181381	Abcg2
NM_019169	Snca
NM_001134622	Ccser1
NM_001109238	Atoh1
NM_031644	Hpgds
NM_053661	Gng12
NM_001191750	Il12rb2
NM_001108632	Rpia
NM_001009658	Thnsl2
NM_001106595	Smyd1
NM_031599	Eif2ak3
NM_001108633	Reep1
NM_031772	Polr1a
NM_001109241	Atoh8
NM_001034928	Immt
NM_001106597	Usp39
NM_031337	St3gal5
NM_012667	Tacr1
NM_001107869	Dysf
NM_001017537	Tex261
NM_001106602	Dguok
NM_001106601	Bola3
NM_001109246	Exoc6b
NM_181087	Cyp26b1
NM_021668	Cml1
NM_001106604	Alms1
NM_001033931	Gmcl1
NM_001044249	Antxr1
NM_001173450	Aak1
NM_001005879	Gfpt1
NM_001109249	Eefsec
NM_001106608	Chchd6
NM_001106607	Podxl2
NM_173113	Vom1r105
NM_001107874	Xpc
NM_001100473	Wnt7a
NM_138535	Grip2
NM_001009659	Ccdc174
NM_001025408	Mrps25
NM_001107877	Adamts9
NM_001108638	Slc25a26
NM_001030045	Magi1
NM_001134700	Fam19a4
NM_001009502	Eogt
NM_001191089	Mitf
NM_001034131	Foxp1
NM_001107879	Rybp
NM_001106612	Eif4e3
NM_001134713	Shq1
NM_001271251	Pdzrn3
NM_013225	Cntn6
NM_053645	Il5ra
NM_001007235	Itpr1
NM_001270596	Itpr1
NM_001024332	Arl8b
NM_001270597	Itpr1
NM_031040	Grm7
NM_001191975	Srgap3
NM_001077673	Rad18
NM_001008562	Lmcd1
NM_001107880	Mtmr14
NM_001108640	Ttll3
NM_001025422	Irak2
NM_024372	Slc6a11
NM_001012097	Atg7
NM_019159	Syn2
NM_001145367	Pparg
NM_001145366	Pparg
NM_181362	Cand2
NM_001034020	Syn2
NM_001107882	March8
NM_173332	Zfand4
NM_001106616	Csgalnact2
NM_001191751	Cacna2d4
NM_170788	Erc1
NM_001277177	Kdm5a
NM_021595	Ninj2
NM_001107884	Cecr5
NM_001199095	Wnk1
NM_001191977	Cecr2
NM_001191976	B4galnt3
NM_001002823	Wnk1
NM_001277178	Kdm5a
NM_053794	Wnk1
NM_001191085	Mical3
NM_001037975	A1i3
NM_207617	Iqsec3
NM_001271376	Cpamd8
NM_001007700	M6pr
NM_001099510	Vom2r51
NM_001099515	Vom2r49
NM_001005880	Clec4a2
NM_001106622	Tapbpl
NM_001012189	Lpcat3
NM_001164091	Cops7a
NM_001002804	C1rl
NM_001047098	Cops7a
NM_001007648	Cdca3
NM_053889	Vwf
NM_001079711	Rad51ap1
NM_001024262	Tspan11
NM_145779	Pzp
NM_001037441	Klrc1
NM_001009496	Ly49i9
NM_001009494	Ly49s7
NM_001009495	Ly49i4
NM_153726	Ly49s3
NM_173291	Klra22
NM_001109578	LOC690326
NM_031979	Ybx3
NM_181440	Grpca
NM_203332	Grpcb
NM_001107892	Lrp6
NM_001108650	Loh12cr1
NM_001024338	Bcl2l14
NM_001047957	LOC500350
NM_017336	Ptpro
NM_053923	Pik3c2g
NM_001106626	Aebp2
NM_139340	Plekha5
NM_017337	Pde3a
NM_030838	Slco1a5
NM_130736	Slco1a6
NM_001113783	Golt1b
NM_030837	Slc21a4
NM_017111	Slco1a1
NM_012813	St8sia1
NM_001106627	Casc1
NM_031046	Itpr2
NM_133391	Arntl2
NM_201421	Fgfr1op2
NM_001014061	Ccdc91
NM_001108653	Bicd1
NM_012589	Il6
NM_001012095	Rnf32
NM_017221	Shh
NM_001191859	Rbm33
NM_001109214	En2
NM_022392	Insig1
NM_013148	Htr5a
NM_001107844	Paxip1
NM_001109215	Xrcc2
NM_001037794	Cct8l1
NM_001025148	Galntl5
NM_001110489	Wdr86
NM_001106573	Crygn
NM_001013925	Nub1
NM_001109216	Asb10
NM_001011966	Smarcd3
NM_001109666	Abcf2
NM_001024317	LOC499971
NM_001106574	Chpf2
NR_032287	Mir671
NM_001080153	Tmub1
NM_001108616	Agap3
NM_173135	Asic3
NM_198781	Tmub1
NM_001007796	Abcb8
NM_017048	Slc4a2
NM_001011967	Fastk
NM_001191968	Atg9b
NM_080885	Cdk5
NM_053949	Kcnh2
NM_001109217	Nupl2
NM_001177905	LOC100364673
NM_001012187	Klhl7
NM_001135174	Tomm7
NR_110709	LOC100909675
NM_001170589	Pus7
NM_030840	Slc26a5
NM_053776	Dnajc2
NM_033236	Psmc2
NM_022395	Pmpcb
NM_199381	Napepld
NM_001106576	Armc10
NM_001025155	Lrrc17
NM_001128188	Fam185a
NM_001025044	Ccdc146
NM_053455	Fgl2
NM_001107845	Gsap
NM_001191610	Tmem60
NM_013145	Gnai1
NM_173139	Gnat3
NM_001109218	RGD1565355
NM_017017	Hgf
NR_032260	Mir879
NM_001109219	Tmem243
NM_001037186	Slc25a40
NM_012690	Abcb4
NM_031987	Crot
NM_001037186	Slc25a40
NM_001044265	Steap4
NM_001077681	RGD1564345
NM_001106629	Steap1
NM_001100813	Cldn12
NM_021266	Fzd1
NM_012941	Cyp51
NM_053499	Mterf
NM_001108618	Krit1
NM_001039612	RGD1306626
NM_001024799	Fam133b
NM_001024246	Rbm48
NM_001106580	Hepacam2
NR_032105	Mir489
NM_001034015	Calcr
NR_032751	Mir653
NM_053816	Calcr
NM_173141	Tfpi2
NM_001135777	Gngt1
NM_022396	Gng11
NM_019251	Bet1
NM_053356	Col1a2
NM_032077	Pon1
NM_001013082	Pon2
NM_053551	Pdk4
NM_001024318	Asb4
NM_012943	Dlx5
NM_001047914	Acn9
NM_012666	Tac1
NM_001124770	Tac1
NM_001124769	Tac1
NM_001124768	Tac1
NM_022950	C1galt1
NM_001173554	Mios
NM_001106584	Rpa3
NM_001047954	LOC500028
NM_001127684	Ndufa4
NM_001024319	Tas2r7l
NM_001014054	Tmem168
NM_001047955	LOC500035
NM_001109221	LOC500034
NM_022254	Gpr85
NR_110645	LOC100363521
NM_001109222	Ppp1r3a
NM_001039344	Tes
NM_031556	Cav1
NM_133651	Cav1
NM_131914	Cav2
NM_031517	Met
NM_001009180	Capza2
NM_130750	Asz1
NM_001106585	Lsm8
NM_001109459	LOC685171
NM_001034107	Ing3
NM_001109223	Wnt16
NM_198771	Fam3c
NM_001100963	Aass
NM_001109224	Fezf1
NM_001191082	Rnf148
NM_001044278	Rnf133
NM_023994	Tas2r118
NM_001034130	Iqub
NM_012985	Ndufa5
NM_001034130	Iqub
NM_001110365	Wasl
